tweet_id,writer,post_date,body,comment_num,retweet_num,like_num,ticker_symbol,year,sentiment
682713792246059008,igor_tsukerman,2016-01-01 00:03:46,RT PassedPawnAdv: Tesla Motors Is On A Hiring Spree That Screams Rapid Growth http://bit.ly/1RTBEEy $TSLA #EV #auto #investing,0,0,0,TSLA,2016,neutral
682716557181620224,markbspiegel,2016-01-01 00:14:46,"Great sign of a bubble: a company burning huge $$$ & showing NEGATIVE economies of scale is applauded for going on a ""hiring spree."" $TSLA",0,2,4,TSLA,2016,positive
682716811314479105,Critical_Metals,2016-01-01 00:15:46,A look at Faraday Future and @Tesla Motors $TSLA,0,0,0,TSLA,2016,neutral
682716812228870145,INN_Lithium,2016-01-01 00:15:46,A look at Faraday Future and @Tesla Motors $TSLA,0,0,0,TSLA,2016,neutral
682716814200205312,INN_Resource,2016-01-01 00:15:47,A look at Faraday Future and @Tesla Motors $TSLA,0,0,0,TSLA,2016,neutral
682718214359363585,Techchaser,2016-01-01 00:21:21,What To Expect For Tesla&#39;s Critical Q4 Results And Beyond http://seekingalpha.com/article/3785346-what-to-expect-for-teslas-critical-q4-results-and-beyond?source=tweet… $TSLA,0,0,0,TSLA,2016,neutral
682740154453233664,IHPosts,2016-01-01 01:48:32,TAN Teck Resources Ltd. Message Board Postshttp://dlvr.it/D8cHhr$TAN $TWTR $OWOO $TSLA #TAN #stock #tradeideas,0,0,0,TSLA,2016,neutral
682744822931808256,,2016-01-01 02:07:05,"@CRcars OPINION/A Stunner! @TeslaMotors Takes #eMobility, #Autowende Brass Ring As Both #2 And #1 Best @ConsumerReports Cars For 2015$TSLA",0,0,0,TSLA,2016,positive
682746904501960706,BColwell_CTA,2016-01-01 02:15:21,.@kirillklip: cool article 4U from 2014: The #rechargeable revolution: A better #battery : #Lithium http://ow.ly/WqFw0 #tesla $tsla,1,3,2,TSLA,2016,positive
682753299234304000,TalkMarkets,2016-01-01 02:40:46,Time For #Apple To Go On An Acquisition Spree? $AAPL $TSLA $GPRO http://goo.gl/N37RUa,0,0,0,TSLA,2016,neutral
