tweet_id,writer,post_date,body,comment_num,retweet_num,like_num,ticker_symbol,year,sentiment
947618374569353216,Auscomp,2018-01-01 00:00:01,The 7 Greatest Tech Stocks of All Time monitored on a twitter wall $orcl $intc $googl $amzn $ibm $msft $appl @twitter with here https://socialfeed.biz/trading-7-greatest-tech-stock… … …#SocialMedia #TradingTips #TradingStrategy #socialwall #socialboard,0,0,2,AMZN,2018,positive
947619846124122113,Eric714,2018-01-01 00:05:51,How is $AAPL @Apple going to get me to buy a #HomePod for $350 when I have 3 $AMZN @amazonecho s that I love?,1,0,0,AMZN,2018,positive
947622160616644610,OACtrading,2018-01-01 00:15:03,"REAL TIME TRADE ALERTS via PRIVATE $TWTR FEED, perfect for people who have FT jobs and trade part-time! $AMZN $NFLX $GOOGL $WIX $GS $FB",0,0,0,AMZN,2018,positive
947622701857832960,displayamerica,2018-01-01 00:17:12,The Amazon Economy $AMZN,0,0,0,AMZN,2018,neutral
947625965655556098,ExactOptionPick,2018-01-01 00:30:10,ACTIVE TRADERS Try one of these FREE trading guides:http://ow.ly/jdJX30hqjVi$NFLX $TSLA $AAPL $TWTR $GS $FB $AMZN $GOOGL $NVDA,0,0,0,AMZN,2018,positive
947627972214767616,,2018-01-01 00:38:09,Try the discovery engine & social network for investors. Free. $AMZN $NFLX $GOOG #stocks,0,0,0,AMZN,2018,positive
947629711416549376,OACtrading,2018-01-01 00:45:03,"If you are not making money in this market & want consistency, try our team http://ow.ly/pY3c30hqkb0   $SQ $NFLX $AMZN $AMD $TSLA $AAPL $GS",0,0,0,AMZN,2018,neutral
947630419305947137,stockerblog,2018-01-01 00:47:52,What the #FAANG #stocks did in 2017Up 33% to 55%$FB $AAPL $AMZN $NFLX $GOOG,0,0,0,AMZN,2018,neutral
947637260178075648,OACtrading,2018-01-01 01:15:03,NOW OFFERING 7 Day FREE Trial to  options day trading team Room or $TWTR feed http://ow.ly/4DDZ30hqkb1$IBB $AAPL $NFLX $TSLA $AMZN $GOOGL,0,0,0,AMZN,2018,positive
947637465174691840,roxorfuxor,2018-01-01 01:15:52,"Long $WM & $AMZN, you heard the man!",0,0,0,AMZN,2018,negative
947639549525557248,RussellReyes65,2018-01-01 01:24:09,All eyes on $AMZN-here as it was rejected at trendline resistance and sent back into the box >,0,0,0,AMZN,2018,neutral
947641040609083397,ExactOptionPick,2018-01-01 01:30:05,ACTIVE TRADERS Try one of these FREE trading guides:http://ow.ly/eq2p30hqjVk$NFLX $TSLA $AAPL $SBUX $GS $FB $AMZN $GOOGL $NVDA,0,0,0,AMZN,2018,positive
947642948342104064,Simonsstore,2018-01-01 01:37:39,Where are you on new year's in Vegas?? Create @Change https://change.org/p/petition-for-a-new-ceo-of-sears-holdings… $shld > $amzn watch @TIME,1,0,0,AMZN,2018,positive
947644812727128065,OACtrading,2018-01-01 01:45:04,"REAL TIME TRADE ALERTS via PRIVATE $TWTR FEED, perfect for people who have FT jobs and trade part-time! $AMZN $NFLX $GOOGL $BABA $JPM $FB",0,0,0,AMZN,2018,positive
947648721449299968,nick0demus,2018-01-01 02:00:36,Wish I had bought a ton of Amazon $AMZN shares around then!,0,0,0,AMZN,2018,neutral
947652361895469056,OACtrading,2018-01-01 02:15:04,"If you are not making money in this market & want consistency, try our team http://ow.ly/jZRx30hqkb2   $FB $NFLX $AMZN $NVDA $TSLA $AAPL $GS",0,0,0,AMZN,2018,neutral
947652421429346304,MobilePotpurri,2018-01-01 02:15:18,(Slideshow) Top 20 #IIoT applications - $ABB $AMZN $BA $CAT #RTI https://lnkd.in/g_tSvbi,0,3,2,AMZN,2018,positive
947652884321259521,DayTradersGroup,2018-01-01 02:17:08,Beginners Guide to Trading Stock Options  - In December We Traded:  $TWTR $AMZN $TSLA $SPX $NVDA $PCLN &  more,0,3,2,AMZN,2018,positive
947656150073462786,ExactOptionPick,2018-01-01 02:30:07,ACTIVE TRADERS Try one of these FREE trading guides:http://ow.ly/YyMZ30hqjVn$NFLX $TSLA $AAPL $HD $GS $FB $AMZN $GOOGL $NVDA,0,0,0,AMZN,2018,positive
947657405193601024,,2018-01-01 02:35:06,A list of free stock picks. $TWTR $TSLA $JMBA $EBAY $AMZN #stockpicks #stocks #stockmarket,0,1,1,AMZN,2018,positive
947658275406807041,Travelingcoolie,2018-01-01 02:38:34,"Happy New Years to you and your family! To all the best traders, thank you for a great 2017! I hope your 2018 is a awesome! @JustinPulitzer @Sassy_SPY @PeterReznicek @RedDogT3 @hmeisler @canuck2usa @NicSherrod @AndySwan @JeffMacke $AAPL $AMZN $FB $NFLX $XOM $BA $SPY",2,0,5,AMZN,2018,positive
947659911391047680,OACtrading,2018-01-01 02:45:04,NOW OFFERING 7 Day FREE Trial to  options day trading team Room or $TWTR feed http://ow.ly/eQIE30hqkb3$NVDA $AAPL $NFLX $TSLA $AMZN $GOOGL,0,0,0,AMZN,2018,positive
