tweet_id,writer,post_date,body,comment_num,retweet_num,like_num,ticker_symbol,year,sentiment
682713173837783040,DozenStocks,2016-01-01 00:01:19,Dow #Stocks Trend $GE $UTX $CAT $CSCO $PFE $PG $DD $CVX $HD $JPM $GS $JNJ $UNH $MCD $TRV $MSFT $VZ $MRK $MMM  @ http://12Stocks.com/dow,0,0,0,MSFT,2016,neutral
682720439886454784,traderjrae,2016-01-01 00:30:11,After analysis my top 10 picks for 2016 are $bmy $goog $msft $awk $rtn $swhc $vlo $v $wfm $amt,0,0,0,MSFT,2016,positive
682723421915058177,PortfolioBuzz,2016-01-01 00:42:02,Why access a ticker when you can access a group of tickers - US Tech Giants http://comparespreadbetting.com/compare?name=US%20Tech%20Giants… $AAPL $GOOGL $MSFT $FB $TWTR,0,0,0,MSFT,2016,neutral
682725694464507905,saridder,2016-01-01 00:51:04,"From a CorpDev & strategy perspective, awesome insights into how a tech titan like $MSFT thinks. #fintech #startups  http://read.bi/1MJGsoh",0,0,2,MSFT,2016,positive
682745310679011328,TalkMarkets,2016-01-01 02:09:01,#Nasdaq Outperforms: 3 #ETFs in Focus $ONEQ $QQEW $QQQ Also $IBB $AAPL $AMZN $MSFT $XLE $GOOGL http://goo.gl/Mgx00z,0,0,0,MSFT,2016,positive
682750666431926274,CNNBusiness,2016-01-01 02:30:18,Microsoft is now fighting back against state-sponsored hacking. Here's how: http://cnnmon.ie/22BfuuB $MSFT,1,16,16,MSFT,2016,neutral
682751494773420032,itassessors,2016-01-01 02:33:35,Microsoft is now fighting back against state-sponsored hacking. Here's how: http://cnnmon.ie/22BfuuB $MSFT  via CNN…,0,0,0,MSFT,2016,neutral
682752888335130624,PortfolioBuzz,2016-01-01 02:39:08,"Access curated tweets- high relevancy, less spam - US Tech Giants http://comparespreadbetting.com/compare?name=US%20Tech%20Giants… $AAPL $GOOG $MSFT $FB $TWTR",0,0,0,MSFT,2016,negative
682761414893789185,vxx46,2016-01-01 03:13:01,How This Leading Mutual Fund Manager Stays On Top http://news.investors.com/investing-mutual-funds/123115-787657-alger-spectra-fund-managers-patrick-kelly-ankur-crawford.htm… #IBDNews via @IBDinvestors  $MSFT $FB $GOOGL $AGN $AMZN $PFE,0,0,0,MSFT,2016,positive
682765523101286400,TalkMarkets,2016-01-01 03:29:20,The Next Big Short—Jeff Bezos’ Brobdingnagian Bubble  $AMZN Also $GOOG  $MSFT  $NFLX  $ORCL  $FB http://goo.gl/qnFqaq,0,0,0,MSFT,2016,neutral
682767619766632450,graystoke,2016-01-01 03:37:40,"Not just mobile, Ben's work is meta thesis for the whole of tech. Req reading. $AAPL $GOOG $AMZN $FB $MSFT $TSLA ",0,0,2,MSFT,2016,positive
682771226712903680,TrendTrader007,2016-01-01 03:52:00,Is Amazon's Stock Overpriced Or Just Getting Started? http://education.investors.com/ibd-stock-analysis/123115-787605-2016-via… $GOOGL $AMZN $BABA $STMP $W $NFLX $WMT $TGT $MSFT $IBM,0,0,0,MSFT,2016,neutral
682780132927500289,TalkMarkets,2016-01-01 04:27:23,#ElectronicArts Vs. #Activision Blizzard: Which #GamingStock Is Best For 2016? $EA $ATVI Also $DIS $MSFT http://goo.gl/LvWe3A,0,0,0,MSFT,2016,positive
682783749637943296,npdigital,2016-01-01 04:41:46,Microsoft to warn users of suspected government hacking http://seekingalpha.com/news/3008326?source=ansh… $MSFT,0,0,0,MSFT,2016,neutral
682784170230194178,KenFaulkenberry,2016-01-01 04:43:26,$DIS $IBM $MSFT $INTC $AAPL $GE $KO - Updated #analysis on the Dividend Value Builder Blog: http://dividendvaluebuilder.com/blog/#dividend #stocks,0,0,0,MSFT,2016,neutral
682799089793265664,TalkMarkets,2016-01-01 05:42:43,Which Blue Chip Dividend Stocks Are Likely To Perform Well In 2016?  $BA  $HD  $KO  $MCD  $PEP  $TXN  $INTC  $MSFT http://goo.gl/fvN0Lk,0,1,0,MSFT,2016,neutral
682809474604744704,PortfolioBuzz,2016-01-01 06:23:59,"Stay ahead with Nasdaq 100 news, views & analysis $MSFT $AAPL $GOOG http://cityfalcon.com/watchlists?name=Nasdaq%20Tracker…",0,0,0,MSFT,2016,neutral
