tweet_id,writer,post_date,body,comment_num,retweet_num,like_num,ticker_symbol,year,sentiment
815346819710545920,anthonygutridge,2017-01-01 00:00:04,How To Improve Your #trading Using These 3 Key Factors $AAPL $NFLX $TERP $Q $DOW #Options #stockstotrade $USO https://youtube.com/watch?v=JULZm-4gSD0&btz49=0000010601…,0,1,0,AAPL,2017,neutral
815347055753359364,PortfolioBuzz,2017-01-01 00:01:01,"See why these assets are trending in 1 watchlist #fintech $AAPL $Blockchain http://cityfalcon.com/watchlists?assets=%23fintech,$AAPL,$Blockchain…",0,0,0,AAPL,2017,neutral
815348032287838209,MacHashNews,2017-01-01 00:04:53,Review: Bragi's Headphone offers a solid alternative to Apple AirPods http://dlvr.it/N0sxd9 #AppleInsider $AAPL,0,2,0,AAPL,2017,positive
815349029022367745,letsinvestnow,2017-01-01 00:08:51,$SPX $SPY $COMPQ $QQQ $RUT $DJIA $DIA $VIX $USO $AAPL $STUDY Weekend/year end analysis http://letsinvestnow.com,0,1,2,AAPL,2017,neutral
815350096011280384,OphirGottlieb,2017-01-01 00:13:06,"It feels like a secret, but there is an answer:$SPY $QQQ $XLF $IBB $AAPL $NKE $SBUXWelcome to the Worldhttp://news.cmlviz.com/2016/12/29/welcome-to-the-world-of-back-testing-again.html…",0,4,4,AAPL,2017,negative
815352082396041217,PortfolioBuzz,2017-01-01 00:20:59,"These assets are seeing a jump in tweets #fintech $AAPL $Blockchain http://cityfalcon.com/watchlists?assets=%23fintech,$AAPL,$Blockchain…",0,0,0,AAPL,2017,neutral
815353737463988224,sllothest,2017-01-01 00:27:34,"$ADP Percent Change Updated Saturday, December 31, 2016 7:15:20 PM $HYG $GLW $SH $AAPL",0,0,0,AAPL,2017,neutral
815353739007537152,rangab1,2017-01-01 00:27:34,"$AAPL Financials Updated Saturday, December 31, 2016 7:15:20 PM $NUGT $VXX $DUST $TWLO http://dlvr.it/N0t9HD",0,0,0,AAPL,2017,neutral
815357411611578370,PortfolioBuzz,2017-01-01 00:42:10,"Gain from movement in these buzzing assets #fintech $AAPL $Blockchain http://cityfalcon.com/watchlists?assets=%23fintech,$AAPL,$Blockchain…",0,0,0,AAPL,2017,neutral
815359719468597252,asymmetricalpha,2017-01-01 00:51:20,$AAPL $AMZN Buy the dip,0,1,0,AAPL,2017,neutral
815359770404143104,borntosell,2017-01-01 00:51:32,Week 52: Final results to 2016 $AAPL strategies using weekly covered calls https://borntosell.com/covered-call-blog/apple-strategy-2016-12-30…,0,0,2,AAPL,2017,neutral
815365251029868544,optioncharts,2017-01-01 01:13:19,$AAPL OI for maturity 01/06/2017. 104.00 Highest put. 119.00 Highest call. http://bit.ly/2hThsDW,0,0,0,AAPL,2017,neutral
815372750466510849,PortfolioBuzz,2017-01-01 01:43:07,"CityFALCON score gives top rated news for FREE #bigdata $AAPL $TSLA http://cityfalcon.com/watchlists?assets=aapl,%20tsla…",0,0,0,AAPL,2017,positive
815374522270547968,BColwell_Invest,2017-01-01 01:50:09,#Google Gains Regulatory Clout... #Trump #alphabet $goog $googl #ftc #doj $vz $yhoo $aapl $msft #android #europe #eu http://ow.ly/waCs307juOh,0,0,0,AAPL,2017,neutral
815375293678424064,MobilePotpurri,2017-01-01 01:53:13,Reality check: #smartwatches fail to excite in 2016 - $AAPL $GOOG #AppleWatch $FIT #Pebble #AndroidWear #wearables,0,3,0,AAPL,2017,negative
815377551841378309,jimintokyo,2017-01-01 02:02:11,"Great read, esp. on $AAPL, kinda fearful of parallels between Apple and peak-Sony",0,1,1,AAPL,2017,negative
815377701330513920,MobilePotpurri,2017-01-01 02:02:47,#Samsung to follow Apple? #GalaxyS8 to come without #headphone jack too - $AAPL $GOOG #OnePlus #Xiaomi #Oppo,0,2,0,AAPL,2017,neutral
815379385532321792,MobilePotpurri,2017-01-01 02:09:29,Is the #modularPhone dead? Looks like #LG going with traditional design for G6 - $AAPL $GOOG #smartphone #Leonvo https://lnkd.in/gkHZZi7,0,2,0,AAPL,2017,negative
815382239361892352,MobilePotpurri,2017-01-01 02:20:49,"With #Pebble gone, #Fitbit app hits No. 1 on #AppStore - $FIT $AAPL $GOOG #wearables #AppleWatch #AndroidWear",0,3,0,AAPL,2017,positive
815383162654105600,MobilePotpurri,2017-01-01 02:24:29,Looks like #Google still sees growth in #AndroidWear with #Cronologics acquisition - $GOOG #wearables $AAPL $FIT,0,2,0,AAPL,2017,positive
815392388176744448,_peripherals,2017-01-01 03:01:09,#Apple iOS 10.3 might introduce an intriguing new 'Theatre mode'. Read more: http://owler.us/ab1sO6 $AAPL,0,1,0,AAPL,2017,positive
815392389145579520,computer_hware,2017-01-01 03:01:09,#Apple iOS 10.3 might introduce an intriguing new 'Theatre mode'. Read more: http://owler.us/ab1sOD $AAPL,0,1,0,AAPL,2017,positive
815392544221601792,_peripherals,2017-01-01 03:01:46,"Technology Stock Roundup: #Apple, Nokia Fight Over Patents - Nasdaq. Read more: http://owler.us/ab1sO1 $AAPL",0,0,0,AAPL,2017,positive
815392546104848384,computer_hware,2017-01-01 03:01:46,#Apple The shares are the most disdained the world by investment funds. Read more: http://owler.us/ab1sOq $AAPL,0,0,0,AAPL,2017,positive
815392699930923008,_peripherals,2017-01-01 03:02:23,#Apple These Silicon Valley companies are rated most LGBT-friendly (SLIDESHOW). Read more: http://owler.us/ab1sOR $AAPL,0,0,0,AAPL,2017,positive
815392701080215553,computer_hware,2017-01-01 03:02:23,"#Apple iPhone Dropped Into Vat of Molten Aluminum, Smelted in 2600 Degree Foundry [Video]. Read more: http://owler.us/ab1sOt $AAPL",0,0,0,AAPL,2017,positive
815392855904485376,computer_hware,2017-01-01 03:03:00,"Technology Stock Roundup: #Apple, Nokia Fight Over Patents - Nasdaq. Read more: http://owler.us/ab1sOz $AAPL",0,0,0,AAPL,2017,positive
815392856416264194,_peripherals,2017-01-01 03:03:00,#Apple The shares are the most disdained the world by investment funds. Read more: http://owler.us/ab1sOZ $AAPL,0,0,0,AAPL,2017,positive
815393009613213700,_peripherals,2017-01-01 03:03:37,"#Apple iPhone Dropped Into Vat of Molten Aluminum, Smelted in 2600 Degree Foundry [Video]. Read more: http://owler.us/ab1sOY $AAPL",0,0,0,AAPL,2017,positive
815393010603020288,computer_hware,2017-01-01 03:03:37,Op-Ed: This company innovates better than #Apple AND Google. Read more: http://owler.us/ab1sOu $AAPL,0,0,0,AAPL,2017,positive
815393165926486016,computer_hware,2017-01-01 03:04:14,#Apple These Silicon Valley companies are rated most LGBT-friendly (SLIDESHOW). Read more: http://owler.us/ab1sOr $AAPL,0,0,0,AAPL,2017,positive
815393166983512064,_peripherals,2017-01-01 03:04:14,Op-Ed: This company innovates better than #Apple AND Google. Read more: http://owler.us/ab1sOV $AAPL,0,0,0,AAPL,2017,positive
815393320255950848,computer_hware,2017-01-01 03:04:51,#Apple Stock Price: Research Shows Fund Managers Think Company May Underperform In 2017. Read more: http://owler.us/ab1sOy $AAPL,0,0,0,AAPL,2017,positive
815393321795219457,_peripherals,2017-01-01 03:04:51,#Apple Stock Price: Research Shows Fund Managers Think Company May Underperform In 2017. Read more: http://owler.us/ab1sOQ $AAPL,0,0,0,AAPL,2017,positive
815394646536785924,jimintokyo,2017-01-01 03:10:07,And $AAPL posts in 2016 #Apple,0,1,1,AAPL,2017,neutral
815395628641583104,cnntech,2017-01-01 03:14:01,This school helps inexperienced programmers land jobs at @Apple: http://cnnmon.ie/2hstDYr $AAPL,1,13,20,AAPL,2017,negative
815396909015629826,SmallCaps33,2017-01-01 03:19:07,http://goo.gl/ScncSj <-- nice profit chart! Many millions in profit in a few years is impressive. $AAPL $LINE $LOCK $VTAE,0,0,0,AAPL,2017,positive
815402704352645125,Robert_Correll,2017-01-01 03:42:08,"themotleyfool Investors Are Betting Big Against Fitbit Inc. -- Are They Right? #stocks $AAPL, $GRMN, $FIT",2,2,1,AAPL,2017,positive
815405715556802564,Drugdoctor2014,2017-01-01 03:54:06,$ICNB- Iconic Brands-HAPPY NEW YEAR Toast! $AMZN $TSLA $WMT $TGT $NVDA $SPY $GLD $EBAY $AAPL $FB $TWTR $GS $S $GOOG $DIS  $IBM $MSFT $BIDU,1,2,4,AAPL,2017,positive
815408045907918848,zerosum24,2017-01-01 04:03:22,Text someone with an iPhone happy new year. $AAPL I'm sending them over and over again! Lol,1,1,0,AAPL,2017,positive
815409332791734272,anthonygutridge,2017-01-01 04:08:29,We Want You To Succeed And Take Advantage Of All The Stock Market Provides Let Us Teach You How To #REACT WITH #PRICEACTION $QQQ $AAPL $FB,0,2,2,AAPL,2017,neutral
815409740117200896,bigbluecup721,2017-01-01 04:10:06,"$BX Investor Opinions Updated Saturday, December 31, 2016 10:15:20 PM $TSCO $XOP $AAPL $SGSVF http://dlvr.it/N0w8B1",0,0,0,AAPL,2017,neutral
815417536267239425,rangab1,2017-01-01 04:41:05,"$GGB Reviews Updated Saturday, December 31, 2016 11:15:19 PM $XOM $AAPL $XOM $VZ http://dlvr.it/N0wRMN",0,0,0,AAPL,2017,neutral
815417616890298369,PortfolioBuzz,2017-01-01 04:41:24,Screen through high rated articles for US Tech Kings at once $AAPL $GOOG $FB http://cityfalcon.com/watchlists?name=US%20Tech%20Giants…,0,0,0,AAPL,2017,positive
815418955724689408,PortfolioBuzz,2017-01-01 04:46:43,"CityFALCON score gives top rated news for FREE #bigdata $AAPL $TSLA http://cityfalcon.com/watchlists?assets=aapl,%20tsla…",0,0,0,AAPL,2017,positive
815425851273555969,bigbluecup721,2017-01-01 05:14:07,"$XIV Stock Price Updated Saturday, December 31, 2016 11:15:19 PM $XLP $T $GLD $AAPL http://dlvr.it/N0wlr0",0,1,0,AAPL,2017,neutral
815428943515971584,seeitmarket,2017-01-01 05:26:24,The Insidious Nature Of Investing Hindsight - https://seeitmarket.com/the-insidious-nature-of-investing-hindsight-14912/…  blog by @NoanetTrader  $AAPL $SBUX,0,4,3,AAPL,2017,neutral
815429764852879360,realwillmeade,2017-01-01 05:29:40,Happy New Years! $NFLX $MSFT $AAPL $TSLA $FB $UGAZ $BOIL $JNUG $GDXJ $DUST $NUGT http://optionwhale.com/premium-services/…,1,2,3,AAPL,2017,positive
815438641686265856,ryantberning,2017-01-01 06:04:56,"The next gen communication tool of America. 100% safe. This is going to be bigger than $amzn, $aapl, $goog",1,2,1,AAPL,2017,positive
